results:0,uniform,1,5,0.0002,0.001,6,18.775,34,15,37.55,64,0,0.975,2,0.000892857,0,3.7
results:0,uniform,1,5,0.01,0.05,5,18.7654,43,15,37.5599,72,0,0.963474,2,0.0479219,0.033,3.48295
results:0,uniform,1,5,0.02,0.1,5,19.8693,60,15,39.7375,95,0,0.964654,2,0.0980937,0.0875,3.4718
results:0,uniform,1,5,0.03,0.15,5,22.2814,89,15,44.5378,114,0,0.971826,2,0.148604,0.122333,3.52209
results:0,uniform,1,5,0.04,0.2,5,26.9661,142,15,53.9199,210,0,0.969082,2,0.197813,0.16975,3.49468
results:0,uniform,1,5,0.05,0.25,5,38.1809,209,15,76.5952,276,0,0.97014,2,0.242104,0.206333,3.55379
results:0,uniform,1,5,0.06,0.3,5,133.598,563,15,266.787,897,0,0.970189,2,0.295234,0.2695,3.51008
results:0,tornado,1,5,0.0002,0.001,13,21.6,35,32,43.2,64,0,1,2,0.000892857,0,4.4
results:0,tornado,1,5,0.01,0.05,13,20.9935,46,32,42.0065,75,0,0.999189,2,0.0478906,0.03775,4.00243
results:0,tornado,1,5,0.02,0.1,13,22.177,58,32,44.3531,93,0,1.00079,2,0.0980625,0.078,4.01429
results:0,tornado,1,5,0.03,0.15,13,24.4877,84,32,48.9924,118,0,1.00035,2,0.148813,0.116333,4.03791
results:0,tornado,1,5,0.04,0.2,13,30.0861,141,32,60.2327,202,0,1.00059,2,0.197953,0.17625,4.02379
results:0,tornado,1,5,0.05,0.25,13,40.3947,214,32,80.8972,298,0,1.00101,2,0.2469,0.2176,3.97506
results:0,tornado,1,5,0.06,0.3,13,146.756,694,32,293.079,871,0,1.00125,2,0.292893,0.262143,4.0379
